Age,DailyRate,DistanceFromHome,Education,EmployeeNumber,EnvironmentSatisfaction,HourlyRate,JobInvolvement,JobLevel,JobSatisfaction,MonthlyIncome,MonthlyRate,NumCompaniesWorked,PercentSalaryHike,PerformanceRating,RelationshipSatisfaction,StockOptionLevel,TotalWorkingYears,TrainingTimesLastYear,WorkLifeBalance,YearsAtCompany,YearsInCurrentRole,YearsSinceLastPromotion,YearsWithCurrManager
-1.3885594374763,-1.1081385754335396,1.4403964469277837,-0.8633557240412859,0.86066608252142,0.279705596772716,-0.4728321711437012,-1.012340415329351,-0.9322736033405251,-1.5823364774916757,-0.9044868760140428,-0.6018953524914777,-1.0591681591282378,-0.33924934456620665,-0.42929014688376016,-0.6398221663309683,2.5474710616109655,-1.1673682971529054,0.15731945906803843,0.3574353973694499,-1.1133006988810499,-0.897893565745565,-0.7650086338803189,-1.142447942991037
-2.04073779005786,-1.2634814011231141,-0.5226992756126464,-0.8633557240412859,-0.026810627387004824,-0.6391038496091668,0.3093737486945159,0.38991203275936126,-0.9322736033405251,1.1528340725282322,-1.1892366701103085,-0.11531844236710487,-0.6594307537576322,-0.06636478286315671,-0.42929014688376016,1.2111762779623128,-0.9455246264432461,-1.4233968531864407,-0.6135458903653498,0.3574353973694499,-1.3137357297879872,-1.179435449045601,-0.7650086338803189,-1.142447942991037
-0.8450774769916669,1.1036473712894532,1.3177029642690068,-0.8633557240412859,-1.1184563763096127,1.1985150431545988,-1.059486611022364,0.38991203275936126,-0.025446674036590015,1.1528340725282322,0.15560573092265748,-0.5039325149310023,-0.25969334838702623,-0.33924934456620665,-0.42929014688376016,1.2111762779623128,0.2188072695748245,-0.14325407301876383,-0.6135458903653498,0.3574353973694499,-0.7124306370671752,-0.6163516824455292,-0.7650086338803189,-0.5750835929245423
0.24188644397759948,-0.758000777847514,0.3361551029987917,0.09993301549623991,1.0302581068638461,1.1985150431545988,-0.03284134123470405,0.38991203275936126,-0.025446674036590015,-0.6706129608183731,-0.21857150854841945,-0.9316754220377333,0.5397814623541853,1.570942587355143,2.329426862598764,0.2856770558156722,-0.9455246264432461,-0.527296907069067,0.15731945906803843,0.3574353973694499,-0.3115605752533005,-0.05326791584545749,-0.3566336209691727,-1.142447942991037
-0.6276846927978137,-1.2043031818128,1.3177029642690068,0.09993301549623991,1.4040191702204554,-0.6391038496091668,1.091579668532733,0.38991203275936126,-0.025446674036590015,0.24111055585492958,-0.4697002426188611,0.6068759822346185,-0.6594307537576322,-1.1579030296753563,-0.42929014688376016,-1.565321388477609,0.2188072695748245,-0.14325407301876383,-0.6135458903653498,0.3574353973694499,0.690614579281386,1.0728996173546859,-0.7650086338803189,-0.5750835929245423
-0.08420273231318044,1.0198115605998415,-0.8907797235889771,-1.8266444635788117,1.4188378907940655,-0.6391038496091668,1.3360190184821759,-1.012340415329351,-0.025446674036590015,1.1528340725282322,-0.5408305124694143,-1.4200820978061957,-0.6594307537576322,1.570942587355143,2.329426862598764,1.2111762779623128,-0.9455246264432461,-0.14325407301876383,-0.6135458903653498,-1.0820989427212115,0.690614579281386,-0.897893565745565,-0.7650086338803189,1.1270094572749418
-0.3015955165070337,-0.9749875819853326,-0.8907797235889771,1.0632217550337657,0.5840499651473655,0.279705596772716,1.5315704984417302,0.38991203275936126,-0.025446674036590015,1.1528340725282322,0.09979934557367046,-1.1470247632267097,-0.6594307537576322,-1.1579030296753563,-0.42929014688376016,1.2111762779623128,-0.9455246264432461,0.3688030390483069,-0.6135458903653498,1.7969697374601115,1.4923547029091353,1.9175252672547933,0.8684914177642659,1.978055982374684
0.8940647965591593,-0.028136073020305623,1.8084768949041143,1.0632217550337657,0.034110779415614315,-0.6391038496091668,-1.499477440931361,0.38991203275936126,-0.9322736033405251,-0.6706129608183731,-0.9317039246063766,-0.8437059199180535,-0.6594307537576322,0.20651977883989323,-0.42929014688376016,-1.565321388477609,-0.9455246264432461,-0.6553111850858346,0.15731945906803843,0.3574353973694499,-0.1111255443463632,-0.3348097991454933,-0.7650086338803189,-0.007719242858047535
-1.4972558295732268,-0.6371785800889558,-0.8907797235889771,-1.8266444635788117,-1.5070361602398321,0.279705596772716,-0.22839282119425833,0.38991203275936126,-0.9322736033405251,-1.5823364774916757,-0.898540293968659,-0.6748044758482683,0.14004405698357958,-0.6121339062692567,-0.42929014688376016,0.2856770558156722,0.2188072695748245,-1.0393540191361377,0.15731945906803843,0.3574353973694499,-1.3137357297879872,-1.179435449045601,-0.7650086338803189,-1.142447942991037
-0.5189883007008871,1.4143330226686028,-0.5226992756126464,1.0632217550337657,1.5439737534156617,1.1985150431545988,-0.5217200411335897,-1.012340415329351,-0.025446674036590015,1.1528340725282322,0.7841137101809211,-0.587538729745546,2.1387310838366087,2.389596272464293,2.329426862598764,-0.6398221663309683,-0.9455246264432461,-0.3992826290522992,-1.384411239798738,0.3574353973694499,-1.1133006988810499,-1.179435449045601,-0.7650086338803189,-1.142447942991037
